,Afghanistan,Angola,Albania,United Arab Emirates,Argentina,Armenia,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,Bosnia and Herzegovina,Belarus,Belize,Bolivia,Brazil,Brunei Darussalam,Botswana,Central African Republic,Canada,Switzerland,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Cabo Verde,Costa Rica,Cuba,Cyprus,Czech Republic,Germany,Djibouti,Denmark,Dominican Republic,Algeria,Ecuador,Egypt,Eritrea,Spain,Estonia,Ethiopia,Finland,Fiji,France,Gabon,United Kingdom,Georgia,Ghana,Guinea,Gambia,Guinea-Bissau,Equatorial Guinea,Greece,Guatemala,Guyana,Honduras,Croatia,Haiti,Hungary,Indonesia,India,Ireland,Iran,Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,South Korea,Kuwait,Lao PDR,Lebanon,Liberia,Libya,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,Morocco,Moldova,Madagascar,Mexico,North Macedonia,Mali,Malta,Myanmar,Montenegro,Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,Namibia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Papua New Guinea,Poland,Portugal,Paraguay,Qatar,Romania,Russian Federation,Rwanda,Saudi Arabia,Sudan,Senegal,Singapore,Sierra Leone,El Salvador,Somalia,Serbia,South Sudan,Slovak Republic,Slovenia,Sweden,Eswatini,Seychelles,Syrian Arab Republic,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Timor-Leste,Trinidad and Tobago,Tunisia,Turkey,Tanzania,Uganda,Ukraine,Uruguay,United States,Uzbekistan,Venezuela,Vietnam,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1970,2939585.501,1710053570.4073174,113124907.41444443,10606892116.38889,445713893.9,242046853.11304006,1277360204.0,199524739.5,1059660195.7896296,33245873.961339626,747755088.9,4099087.202,4185916.94,878776132.8769565,661455290.32,472791606.90916663,199349170.51764706,518879212.8375001,10832843.181818182,16787135.93,1026234374.0,283530715.39828575,204486100.63885713,26599344.803181823,1889157918.0,436090053.6,388383950.3,78945729464.93333,17727738.12,20339866.07,102395209.6,13100436.68,162662459.1,6610061.712749999,0.0,113567152.07,350098855.98617643,1853344577.396154,6167271406.0,28255796.372094836,395600000.0,35900000.0,98844251.44,30700000.0,1092499017.0,165762484.37454545,859146961.8,277144564.6073077,34540000.0,152891345.2,413396.8127,5882387677.0,4638155.158,6074395140.0,309743222.73608696,46918664.51,15069880.49,4781586.06163125,9945229.852124998,150228171.9597143,473596990.5,32300000.0,22638302.94095349,9900000.0,1052664836.5296296,1240439.2150507146,223333333.3,2948731042.4444447,1832966667.0,50986848.32,620132013.2,401050839.6,0.0,1259646456.0,2216771793.0,68977290.34500001,109759956.1,1575347222.0,989383299.6760001,17023993.19,62036225.055199996,152071972.5534483,386403740.4,68739972.5,38045833.33,64546127.54,3550000.0,242479903.0,21042038.72,28281444.93651162,314590871.15576917,8310003.469,243480784.6242307,88924195.09,18666471.791708335,12134982.78,176800000.0,122733525.87652174,6150439.756,38464042.715294115,122781872.8,69417913.13571428,52487146.70071428,88079701.2719048,71170214.91833334,414000.414,2055000.822,199593626.1,235407209.33678573,48266213.25814285,662339735.1,8346921.345,1079942533.0,388359844.7,5185185.185,171920027.5,2486926956.3791666,635250635.3,39584375.0,218087855.3,155055171.2,51078391.16768292,8525000000.0,436103595.4,19316666.67,1140566400.0049999,1542000000.0,39031926586.11539,56391167.33989129,471555555.6,108271108.6,135730807.95100003,103635152.0,3986401.595,7135516.0139999995,11200000.0,788731072.7,695390576.2592307,796824574.9769231,454938030.762963,1118164544.0,38166164.85047619,13979386.663911765,199738219.9,178894013.42088237,3650466.8910000003,217223557.7,37223390.9599,94894840.09833331,25717428.57142857,6200000.0,22476190.48,564858542.6,29539988.18,26627467.45,2602827590.411538,480481547.6065958,79846000000.0,123869204.66444445,272727272.7,2180474579.2083335,44163060.89136363,1042873981.8879999,417899832.8,182426444.52066663,45950000.0
1971,154266783.67385715,1710053570.4073174,113124907.41444443,10606892116.38889,519719484.2,242046853.11304006,1331754789.0,209277606.7,1059660195.7896296,2628571.429,828721558.4,4285361.496,4343468.092,878776132.8769565,661455290.32,11583922.36,199349170.51764706,518879212.8375001,10832843.181818182,15863843.46,1075071453.0,283530715.39828575,204486100.63885713,26599344.803181823,2077659711.0,511387689.4,651589862.9,78945729464.93333,23968971.08,21501256.56,101796407.2,13749473.41,263898574.6,6610061.712749999,0.0,113567152.07,350098855.98617643,1853344577.396154,7255896950.0,28255796.372094836,430225386.9,36600000.0,99946261.07,29700000.0,1266148860.0,165762484.37454545,900614349.2,277144564.6073077,36134238.09,177615098.1,535616.7685,6300175574.0,5498336.699,6723936533.0,309743222.73608696,41139332.3,26327764.42,4781586.06163125,9945229.852124998,150228171.9597143,515997642.0,22200000.0,22638302.94095349,11400000.0,1052664836.5296296,1240439.2150507146,225670995.1,2948731042.4444447,2255256983.0,63486922.17,402310231.0,426263340.2,0.0,1270657787.0,2648079366.0,68977290.34500001,108639956.5,1896540416.0,989383299.6760001,22077991.17,62036225.055199996,152071972.5534483,460899849.3,73434840.97,39061458.33,66920095.55,4050000.0,243035871.6,32258064.52,28281444.93651162,314590871.15576917,9047009.782,243480784.6242307,111288010.2,18666471.791708335,12755677.36,191200000.0,122733525.87652174,6323435.839,38464042.715294115,127758749.5,69417913.13571428,52487146.70071428,88079701.2719048,71170214.91833334,473954.3837,2343860.95,228027756.5,235407209.33678573,48266213.25814285,639259541.9,8443978.57,1249389090.0,428293444.8,5891358.025,180841169.8,29065079.3,739410739.4,39584375.0,247286821.7,161310133.7,51078391.16768292,9452062887.0,518294924.4,20750000.0,1140566400.0049999,1618333333.0,39031926586.11539,56391167.33989129,587274311.7,109994256.2,135730807.95100003,128085357.5,3770637.41,8516583.63,11400000.0,788731072.7,695390576.2592307,796824574.9769231,454938030.762963,1238804427.0,38166164.85047619,13979386.663911765,176963350.8,178894013.42088237,4183674.952,262656250.0,37223390.9599,94894840.09833331,25717428.57142857,8620776.958999999,24860541.92,570873159.5,42559982.98,52687946.24,2602827590.411538,480481547.6065958,74862000000.0,123869204.66444445,352272727.3,2180474579.2083335,44163060.89136363,1042873981.8879999,485866527.2,182426444.52066663,49850000.0
1972,154266783.67385715,1710053570.4073174,113124907.41444443,10606892116.38889,766000000.0,242046853.11304006,1484443745.0,249425547.4,1059660195.7896296,3600000.0,1026588091.0,4904216.992,4947862.936000001,878776132.8769565,661455290.32,12539956.86,199349170.51764706,518879212.8375001,10832843.181818182,20700640.94,1195501488.0,283530715.39828575,204486100.63885713,26599344.803181823,2233737031.0,601426981.7,745661188.8,78945729464.93333,31742504.8,24894059.39,94011976.05,12744615.68,170587589.6,6610061.712749999,0.0,113567152.07,350098855.98617643,1853344577.396154,9006765501.0,28255796.372094836,487244020.6,39500000.0,109942841.3,37300000.0,1066049041.0,165762484.37454545,1256164586.0,277144564.6073077,41043478.26,220831905.3,787703.1062,7531246912.0,6673861.634,7860461050.0,309743222.73608696,30202525.76,31711404.23,4781586.06163125,9945229.852124998,150228171.9597143,573692101.5,24000000.0,22638302.94095349,15449922.75,1052664836.5296296,1240439.2150507146,231632283.7,2948731042.4444447,2497244706.0,84039646.65,371947194.7,466113288.1,0.0,1461373750.0,3289362465.0,68977290.34500001,129359948.3,2567519428.0,989383299.6760001,29735988.11,62036225.055199996,152071972.5534483,531950093.4,90743549.91,20254568.13,106204437.0,4050000.0,202768227.1,30283133.9,28281444.93651162,314590871.15576917,11731387.88,243480784.6242307,140446991.6,18666471.791708335,16129256.25,242400000.0,122733525.87652174,8332407.51,38464042.715294115,117181275.2,69417913.13571428,52487146.70071428,88079701.2719048,71170214.91833334,543220.6993,2697870.896,251103009.0,235407209.33678573,48266213.25814285,904095638.4,10967466.42,1522236183.0,491632831.2,6503703.704,206172013.2,54524419.38,478207381.8,39584375.0,276485788.1,196259386.0,51078391.16768292,10054347826.0,593121489.2,28851587.3,1140566400.0049999,1824593128.0,39031926586.11539,56391167.33989129,930574823.6,107983917.3,135730807.95100003,150044444.4,4234610.6680000005,11140612.1,13200000.0,788731072.7,695390576.2592307,796824574.9769231,454938030.762963,1458082236.0,38166164.85047619,13979386.663911765,260209424.1,178894013.42088237,5126414.525,284086538.5,37223390.9599,94894840.09833331,25717428.57142857,9121523.151,31650677.14,703957597.2,53689677.86,64944701.11,2602827590.411538,51429281.91,77639000000.0,123869204.66444445,404651162.8,2180474579.2083335,44163060.89136363,1042873981.8879999,492386546.2,182426444.52066663,58450000.0
1973,3341271.5510000004,1710053570.4073174,113124907.41444443,10606892116.38889,1294000000.0,242046853.11304006,1855729307.0,328898821.4,1059660195.7896296,5923067.598999999,1296519775.0,6698401.446,6079259.182999999,48606800.13,661455290.32,16765508.09,199349170.51764706,518879212.8375001,10832843.181818182,21129139.97,1512670977.0,283530715.39828575,204486100.63885713,26599344.803181823,2363060955.0,764969998.4,1005919720.0,78945729464.93333,28713844.11,31636823.71,102395209.6,19426710.16,173879934.0,6610061.712749999,0.0,113567152.07,350098855.98617643,1853344577.396154,11938703823.0,28255796.372094836,581866269.9,42000000.0,136757097.8,49200000.0,1243856105.0,165762484.37454545,1521319435.0,277144564.6073077,48433591.42,276967793.9,931727.0694,9496156577.0,9421730.099,8448664898.0,309743222.73608696,41052242.84,36058910.7,4781586.06163125,9945229.852124998,150228171.9597143,674802452.2,23400000.0,5032808.212,15950000.0,1052664836.5296296,1240439.2150507146,263447030.8,2948731042.4444447,2529921054.0,98307831.83,480857166.9,665185289.0,0.0,2574504910.0,3638240139.0,68977290.34500001,150652370.4,3374561100.0,989383299.6760001,37319917.16,62036225.055199996,152071972.5534483,544785374.6,136560430.5,21220297.97,103815507.2,3750000.0,298307480.0,25146427.18,28281444.93651162,314590871.15576917,15421205.92,243480784.6242307,185783993.8,18666471.791708335,20346496.12,300800000.0,122733525.87652174,10974072.3,38464042.715294115,152452317.5,69417913.13571428,52487146.70071428,88079701.2719048,71170214.91833334,643113.9947,4711557.475,296726189.3,235407209.33678573,48266213.25814285,1020223592.0,10433752.95,1917119276.0,607891665.2,7152747.935,246331493.0,89826506.52,477624634.2,39584375.0,364341085.3,301201252.8,51078391.16768292,12059701493.0,682681692.2,30915873.02,1140566400.0049999,545381021.8,39031926586.11539,9365839.707999999,1565589936.0,113153360.1,135730807.95100003,198891497.8,5022404.825,12475644.13,16100000.0,788731072.7,695390576.2592307,796824574.9769231,454938030.762963,1702215353.0,38166164.85047619,13979386.663911765,388674557.0,178894013.42088237,6873376.433999999,312408499.1,37223390.9599,94894840.09833331,25717428.57142857,8944886.23,38188218.1,861625441.7,77916010.24,64872640.27,2602827590.411538,112465598.2,78358000000.0,123869204.66444445,420930232.6,2180474579.2083335,44163060.89136363,1042873981.8879999,752926325.6,182426444.52066663,86900000.0
1974,3581366.3510000003,1710053570.4073174,113124907.41444443,10606892116.38889,1626000000.0,242046853.11304006,2127274763.0,422543505.8,1059660195.7896296,7682539.682999999,1482318436.0,6447726.47,6269084.563999999,72298235.04,661455290.32,26346455.9,199349170.51764706,518879212.8375001,10832843.181818182,39766636.07,1790114213.0,283530715.39828575,204486100.63885713,26599344.803181823,2809465529.0,888478644.0,1103190481.0,78945729464.93333,41129183.02,34625371.31,189221556.9,24137429.63,194904101.8,6610061.712749999,0.0,113567152.07,350098855.98617643,1853344577.396154,13773713249.0,28255796.372094836,732087483.0,57600000.0,260168630.0,74800000.0,1852779425.0,165762484.37454545,1968178718.0,277144564.6073077,74758454.11,308807797.1,1353022.08,9954624929.0,10494173.37,9346449845.0,309743222.73608696,64121526.39,81155577.53531249,4781586.06163125,9945229.852124998,150228171.9597143,1049955703.0,28400000.0,11136757.59,16900000.0,1052664836.5296296,1240439.2150507146,308005578.3,698192771.1,2895415720.0,111205418.9,3877862663.0,1427457784.0,0.0,3475602770.0,3890003394.0,68977290.34500001,163307378.0,3962157887.0,989383299.6760001,46763683.97,62036225.055199996,152071972.5534483,852963864.0,384614072.6,36475125.91862069,179142179.6,4550000.0,431682379.0,28417847.61,28281444.93651162,314590871.15576917,18227348.89,243480784.6242307,241889161.2,18666471.791708335,25882465.36,407200000.0,122733525.87652174,11632496.21,38464042.715294115,159999341.9,69417913.13571428,52487146.70071428,88079701.2719048,71170214.91833334,789047.3218,5304902.6219999995,397163356.3,235407209.33678573,48266213.25814285,1351141235.0,14995341.25,2285358296.0,710867536.4,8446969.697,291444123.1,255573248.4,609191919.2,39584375.0,454780361.8,521518532.3,51078391.16768292,13162650602.0,988203732.2,31434126.98,1140566400.0049999,565500000.0,39031926586.11539,7786746.397999999,22579388512.606907,111430212.5,135730807.95100003,225904541.5,6779970.097999999,13350320.28,21400000.0,788731072.7,695390576.2592307,796824574.9769231,454938030.762963,1855084673.0,38166164.85047619,13979386.663911765,537380924.3,178894013.42088237,8097048.254,363887784.6,37223390.9599,94894840.09833331,25717428.57142857,8584035.885,46505447.78,1136704698.0,120044738.2,80157512.31,2602827590.411538,187557473.6,85906000000.0,123869204.66444445,602325581.4,2180474579.2083335,44163060.89136363,1042873981.8879999,1102318401.0,182426444.52066663,118550000.0
1975,4203664.569,1710053570.4073174,113124907.41444443,10606892116.38889,798359535.2,242046853.11304006,2268707674.0,546724394.0,1059660195.7896296,8533333.332999999,1927662478.0,7857666.124,18062366.73,80830559.47,661455290.32,16434892.54,199349170.51764706,518879212.8375001,10832843.181818182,58304466.42,2141126693.0,283530715.39828575,204486100.63885713,26599344.803181823,3180915490.0,1032046117.0,486720076.9,78945729464.93333,45886157.16,46770377.91,173652694.6,33493068.55,227942151.2,6610061.712749999,0.0,113567152.07,350098855.98617643,1853344577.396154,15278274626.0,28255796.372094836,931928334.6,65900000.0,332252159.2,102000000.0,1926890602.0,165762484.37454545,2108232941.0,277144564.6073077,125072463.8,433161415.7,2056253.749,13030408263.0,16844521.8,11543753775.0,309743222.73608696,78825105.71,81155577.53531249,4781586.06163125,9945229.852124998,150228171.9597143,1433217345.0,44900000.0,32436379.69,21400000.0,1052664836.5296296,1240439.2150507146,366147086.5,1063855422.0,3323646801.0,154362392.7,5951043742.0,1590171817.0,0.0,3758315381.0,4217069829.0,68977290.34500001,180742482.6,4534902135.0,989383299.6760001,54090933.23,62036225.055199996,152071972.5534483,1030991736.0,3268281165.027234,36475125.91862069,165944100.3,5500000.0,287788252.7,30478781.02,28281444.93651162,314590871.15576917,22704189.64,243480784.6242307,413326127.9,18666471.791708335,30189630.07,504800000.0,122733525.87652174,19130897.33,38464042.715294115,138923723.2,69417913.13571428,52487146.70071428,88079701.2719048,71170214.91833334,1086812.239,9362342.027,440725547.0,235407209.33678573,7330399.929,3028584797.0,18537929.96,2814545011.0,912771143.3,10529138.04,292259947.4,523306311.5,771161616.2,39584375.0,710909865.5,1239664298.439655,7933048.215,14337349398.0,778693990.9,43488888.89,1140566400.0049999,635500000.0,39031926586.11539,9319735.189,22579388512.606907,119471568.1,135730807.95100003,269156159.1,6526389.844,15652099.64,23100000.0,788731072.7,695390576.2592307,796824574.9769231,454938030.762963,2232315959.0,38166164.85047619,13979386.663911765,887837837.8,178894013.42088237,11114584.74,416034898.2,37223390.9599,94894840.09833331,25717428.57142857,10703751.5,75323106.3,2284986255.0,138323476.0,86567896.18,2602827590.411538,156541418.6,88400000000.0,123869204.66444445,711627907.0,2180474579.2083335,44163060.89136363,1042873981.8879999,1431695127.0,182426444.52066663,148600000.0
1976,5393251.216,1710053570.4073174,113124907.41444443,10606892116.38889,2050248959.0,242046853.11304006,2441084025.0,581408727.3,1059660195.7896296,9971014.492999999,2109619988.0,7160493.8270000005,19531282.7,105287729.1,661455290.32,26289247.45,199349170.51764706,518879212.8375001,10832843.181818182,66776055.56,2576476982.0,283530715.39828575,204486100.63885713,26599344.803181823,3581805735.0,1228176857.0,599806958.7,78945729464.93333,52462858.34,48470391.3,120795356.0,34337727.56,229146910.6,6610061.712749999,0.0,113567152.07,350098855.98617643,1853344577.396154,15457151068.0,28255796.372094836,945240876.0,76200000.0,480640373.5,117000000.0,2201613068.0,165762484.37454545,2521013875.0,277144564.6073077,128043478.3,416956433.4,2751430.02,13304260893.0,20117179.33,10766652890.0,309743222.73608696,88961005.06,81155577.53531249,4781586.06163125,9945229.852124998,150228171.9597143,1559887280.0,55500000.0,34000000.0,23700000.0,1052664836.5296296,1240439.2150507146,382438611.4,1275301205.0,3294910612.0,152839849.3,7186307294.0,1761176240.0,0.0,3648665017.0,3844185965.0,27445027.45,294593397.9,5008396504.0,989383299.6760001,75910048.12,62036225.055199996,152071972.5534483,1708677686.0,3268281165.027234,36475125.91862069,173074847.0,6400000.0,326295131.6,23669757.49,2291375.5730000003,314590871.15576917,25496422.66,243480784.6242307,577239433.3,18666471.791708335,33040454.15,531576968.5,122733525.87652174,21761874.87,38464042.715294115,155142207.5,69417913.13571428,52487146.70071428,88079701.2719048,71170214.91833334,1317065.578,9205803.654,439885582.5,235407209.33678573,8181627.956,2644426038.0,25234878.48,2898055461.0,977362861.3,11876000.0,271671526.2,589099594.7,833181818.2,39584375.0,778394355.4,714759968.1,21985174.2,15572289157.0,623403324.0,46757936.51,1140566400.0049999,691500000.0,39031926586.11539,10297663.29,22579388512.606907,179207352.1,135730807.95100003,306272360.8,6020631.897000001,20531871.89,26300000.0,788731072.7,695390576.2592307,796824574.9769231,454938030.762963,2345444903.0,38166164.85047619,13979386.663911765,945058881.2,178894013.42088237,14233103.16,531909157.3,37223390.9599,94894840.09833331,25717428.57142857,12613977.4,83960118.94,2534775215.0,136687529.9,101074621.0,2602827590.411538,133232399.7,91013000000.0,123869204.66444445,593023255.8,2180474579.2083335,44163060.89136363,1042873981.8879999,1677275419.0,182426444.52066663,199800000.0
1977,6127288.062999999,1710053570.4073174,113124907.41444443,10606892116.38889,2058223942.0,242046853.11304006,2500485127.0,686893244.3,1059660195.7896296,13955555.56,2496513862.0,10147346.14,22903777.27,128522908.8,661455290.32,40439782.64,199349170.51764706,518879212.8375001,10832843.181818182,73254329.6,2499644658.0,283530715.39828575,5650505.962,26599344.803181823,3752174526.0,1226534416.0,924042756.7,78945729464.93333,51449039.4,55167290.78,161471103.3,36633018.56,280082338.8,6610061.712749999,0.0,113567152.07,350098855.98617643,1853344577.396154,17304663483.0,28255796.372094836,1063101451.0,86500000.0,471669448.0,205000000.0,2751058001.0,165762484.37454545,2808847050.0,277144564.6073077,135048309.2,461856960.1,3651464.9460000005,15041676195.0,28927873.66,11583506608.0,309743222.73608696,121717795.7,81155577.53531249,4781586.06163125,9945229.852124998,150228171.9597143,1838775321.0,75200000.0,24274509.8,31800000.0,1052664836.5296296,1240439.2150507146,419914698.7,1468674699.0,3477080945.0,171725706.0,7617207960.0,2007693506.0,0.0,3180556220.0,4556493518.0,30580030.58,262704735.1,6157312577.0,989383299.6760001,147766705.0,62036225.055199996,152071972.5534483,2237603306.0,748518665.9,36475125.91862069,126427193.6,7750000.0,479647087.8,28081232.26,2780125.695,314590871.15576917,28710697.24,243480784.6242307,731455472.0,18666471.791708335,43959890.67,437692985.8,122733525.87652174,26050146.53,38464042.715294115,169293678.2,69417913.13571428,52487146.70071428,39135467.92,71170214.91833334,1422666.7130000002,13625117.4,637879477.3,235407209.33678573,11010257.25,3138198948.0,35231772.65,3704801157.0,1114680192.0,13208000.0,307431743.8,514837869.1,913585858.6,39584375.0,1031640130.0,754442226.1,22276752.32,17379518072.0,576875736.5,55486507.94,1140566400.0049999,717000000.0,39031926586.11539,16062942.55,11584767351.0,216538485.8,135730807.95100003,380523899.3,7064980.375,28588099.64,31700000.0,788731072.7,695390576.2592307,796824574.9769231,454938030.762963,2560335056.0,5390626.347999999,13979386.663911765,998216560.5,178894013.42088237,21108759.36,688722114.1,37223390.9599,94894840.09833331,25717428.57142857,15364583.33,121692505.0,2765773072.0,190729876.6,131916696.9,2602827590.411538,160545078.5,101000000000.0,123869204.66444445,748837209.3,2180474579.2083335,44163060.89136363,1042873981.8879999,2073738018.0,182426444.52066663,285350000.0
1978,154266783.67385715,343271609.1,113124907.41444443,10606892116.38889,3103989947.0,242046853.11304006,2816316206.0,877450655.2,1059660195.7896296,17033333.33,3166647025.0,8552841.492999999,32372283.48,134871031.7,661455290.32,116143119.3,199349170.51764706,518879212.8375001,10832843.181818182,97672439.47,2690623102.0,283530715.39828575,14305862.29,26599344.803181823,3969158477.0,1668885136.0,1036145035.0,78945729464.93333,86764810.15,71436168.33,214951896.0,37960435.35,360663621.1,6610061.712749999,0.0,113567152.07,350098855.98617643,1853344577.396154,21416956348.0,45014.376469999996,1322665932.0,103000000.0,627852442.1,164000000.0,2485279987.0,165762484.37454545,3470695273.0,277144564.6073077,178212560.4,506869453.0,7239265.397999999,18873052740.0,107904094.5128857,14217505105.0,309743222.73608696,101354226.4,85228280.98,4781586.06163125,9945229.852124998,150228171.9597143,2118929495.0,71700000.0,17333333.33,43100000.0,1052664836.5296296,1240439.2150507146,538098139.6,1627662342.0,3975819130.0,217465500.0,8113739881.0,1986021658.0,0.0,3117508058.0,5540992658.0,68977290.34500001,304948875.3,8657135933.0,989383299.6760001,239475870.0,62036225.055199996,152071972.5534483,3190082645.0,738039577.8,36475125.91862069,252760229.7,8900000.0,729941800.6,21946485.42,4013501.003,314590871.15576917,36648101.37,243480784.6242307,772559382.0,18666471.791708335,52181427.4,518287192.6,122733525.87652174,31020668.63,38464042.715294115,183429289.3,69417913.13571428,52487146.70071428,76333333.33,71170214.91833334,1752316.5459999999,25570521.9,607070689.6,235407209.33678573,14774701.32,3022642270.0,44549266.25,4226968876.0,1307453860.0,14867263.94,388573502.3,574334105.4,1031868687.0,39584375.0,665178542.9,622746329.0,27421800.61,10292598967.0,622564542.5,69522222.22,1140566400.0049999,834413568.5,39031926586.11539,14393007.32,13404087588.0,175916407.9,135730807.95100003,418861751.4,8118123.472,34987046.26,81400000.0,788731072.7,695390576.2592307,796824574.9769231,454938030.762963,2873317738.0,8259877.065,13979386.663911765,1213503185.0,178894013.42088237,22733718.58,942007071.2,37223390.9599,94894840.09833331,25717428.57142857,18312500.0,148496651.6,2727882976.0,421677764.0,151699852.8,2602827590.411538,185943655.8,109000000000.0,123869204.66444445,827906976.7,2180474579.2083335,44163060.89136363,1042873981.8879999,2067988017.0,182426444.52066663,347750000.0
1979,154266783.67385715,504712881.9,113124907.41444443,10606892116.38889,5057062803.0,242046853.11304006,3100685079.0,1049972515.0,1059660195.7896296,20000000.0,3631580468.0,17562828.48,32032417.9,136251932.9,661455290.32,157225700.1,199349170.51764706,518879212.8375001,10832843.181818182,119737096.1,2829161200.0,283530715.39828575,24355619.03,26599344.803181823,4084145738.0,1945005774.0,1312899709.0,78945729464.93333,102735025.1,88354754.09,190944707.6,52566260.19,467687274.7,6610061.712749999,0.0,113567152.07,350098855.98617643,1853344577.396154,24777567445.0,45014.376469999996,1529188589.0,120000000.0,711681247.4,186000000.0,1152855496.0,165762484.37454545,4910953932.0,277144564.6073077,276328502.4,642602892.8,9572320.678,22667912461.0,56881751.77,18373780394.0,309743222.73608696,66362988.08,71021091.75,4781586.06163125,9945229.852124998,150228171.9597143,2424261939.0,90200000.0,17176470.59,49550000.0,1052664836.5296296,1240439.2150507146,621170386.2,1552431166.0,4589738352.0,290141008.5,4993779939.0,2371712821.0,0.0,3394518704.0,6904107163.0,68977290.34500001,399556492.3,9173587661.0,989383299.6760001,291024720.0,62036225.055199996,152071972.5534483,3543388430.0,881077990.8,36475125.91862069,346311001.5,9400000.0,853569148.6,28073183.58,5370993.429,314590871.15576917,42364311.06,243480784.6242307,896353802.0,18666471.791708335,81891303.63,679663588.4,122733525.87652174,36197478.4,38464042.715294115,190866354.1,69417913.13571428,52487146.70071428,78000000.0,71170214.91833334,2480933.275,43029681.3,778636837.2,235407209.33678573,17482911.97,3070825338.0,32278195.0,5038015817.0,1453771374.0,17300000.0,436892310.9,584105385.1,1181818182.0,39584375.0,520650234.3,874273979.8,30150739.65,1936746988.0,701973945.7,63530158.73,1140566400.0049999,860000000.0,39031926586.11539,19633017.15,17616726771.0,239999813.6,94390801.14,452160437.1,10785547.37,54644241.99,87700000.0,788731072.7,695390576.2592307,796824574.9769231,454938030.762963,3368143352.0,10183559.48,13979386.663911765,1581656051.0,178894013.42088237,22498848.26,1199048431.0,37223390.9599,94894840.09833331,25717428.57142857,27218750.0,160900650.0,3001142306.0,375458521.9,206806783.0,2602827590.411538,279396248.9,122000000000.0,123869204.66444445,925581395.3,2180474579.2083335,44163060.89136363,1042873981.8879999,2160867340.0,182426444.52066663,441150000.0
1980,154266783.67385715,497359449.2,113124907.41444443,10606892116.38889,6477389013.0,242046853.11304006,3657867290.0,1152895906.0,1059660195.7896296,27763333.33,3958575327.0,23617947.75,35360658.84,167255351.2,661455290.32,175066313.0,199349170.51764706,518879212.8375001,10832843.181818182,159008134.9,2259307479.0,283530715.39828575,31844060.6,26599344.803181823,4744402251.0,1996765550.0,1787179487.0,78945729464.93333,118473116.2,99867474.44,152183675.0,57416698.22,611248236.6,6610061.712749999,0.0,113567152.07,350098855.98617643,1853344577.396154,26692620067.0,1817455.45,1617653843.0,105000000.0,890174464.8,209000000.0,1361426627.0,165762484.37454545,5508356433.0,277144564.6073077,359323671.5,873508619.5,10367191.75,26427190947.0,68629307.08,25363413472.0,309743222.73608696,120610364.9,60309243.02,4781586.06163125,9945229.852124998,150228171.9597143,2275580289.0,103760000.0,21882352.94,57000000.0,1052664836.5296296,1240439.2150507146,740802218.1,2114454046.0,5420809519.0,362511166.6,4874889400.0,2976492818.0,0.0,4120814786.0,7915696626.0,68977290.34500001,416212133.9,9711741591.0,989383299.6760001,271691156.2,62036225.055199996,152071972.5534483,3980692489.0,950805965.3,36475125.91862069,503476314.8,12750000.0,1074139253.0,30811520.22,11639193.97,314590871.15576917,52422325.29,243480784.6242307,1117955622.0,18666471.791708335,90402004.94,810422203.8,122733525.87652174,38337750.85,38464042.715294115,202083467.2,69417913.13571428,52487146.70071428,92283380.97,71170214.91833334,5537271.498,53134112.22,1035886222.0,235407209.33678573,17039000.38,3029915085.0,47159888.99,5269306825.0,1668684529.0,20083333.33,676939260.5,883757961.8,1429292929.0,39584375.0,948572813.3,879326573.0,38795968.68,1506218239.0,867810131.0,89326190.48,616740088.1,755555555.6,39031926586.11539,23552267.56,20724493047.0,228000000.0,96502271.87,560080515.2,15907791.96,62055971.53,95500000.0,788731072.7,695390576.2592307,796824574.9769231,454938030.762963,3791756609.0,13135761.89,13979386.663911765,2253248408.0,178894013.42088237,24763347.22,1373227227.0,37223390.9599,94894840.09833331,25717428.57142857,36927083.33,194096119.6,2671976286.0,232291721.3,398813536.5,2602827590.411538,477266464.6,138000000000.0,123869204.66444445,1002325581.0,2180474579.2083335,44163060.89136363,1042873981.8879999,2661671165.0,182426444.52066663,442750000.0
